PointID,Y,X,Z,Description,SourceJob
152,1880274.462,577325.251,28.151,NLD=FND NO ID,20-09-174
153,1880301.408,577296.211,27.903,NLD=FND NO ID,20-09-174
216,1879033.91,582259.743,28.164,"NLD=FND ""LB7164""",20-09-174
218,1880055.988,581134.856,28.065,"NLD=FND ""PRM RLS 2238"" IN ASPH SQ CUT",20-09-174
101,1880072.212,579035.114,28.322,"NLD=FND ""PRM RLS 2238"" IN ASPH SQ CUT",20-09-174
102,1880519.942,579442.035,27.391,NLD=FND ILLEGIBLE,20-09-174
103,1880606.348,579520.622,27.205,NLD=FND ILLEGIBLE,20-09-174
104,1880283.019,579226.772,27.98,NLD=FND NO ID,20-09-174
133,1880822.389,576722.798,27.8,NLD=FND NO ID,20-09-174
134,1879944.216,577689.166,28.751,NLD=FND ILLEGIBLE IN ASPH SQ CUT,20-09-174
152,1880274.462,577325.251,28.151,NLD=FND NO ID,20-09-174
153,1880301.408,577296.211,27.903,NLD=FND NO ID,20-09-174
216,1879033.91,582259.743,28.164,"NLD=FND ""LB7164""",20-09-174
218,1880055.988,581134.856,28.065,"NLD=FND ""PRM RLS 2238"" IN ASPH SQ CUT",20-09-174
101,1880072.212,579035.114,28.322,"NLD=FND ""PRM RLS 2238"" IN ASPH SQ CUT",20-09-175
102,1880519.942,579442.035,27.391,NLD=FND ILLEGIBLE,20-09-175
103,1880606.348,579520.622,27.205,NLD=FND ILLEGIBLE,20-09-175
104,1880283.019,579226.772,27.98,NLD=FND NO ID,20-09-175
133,1880822.389,576722.798,27.8,NLD=FND NO ID,20-09-175
134,1879944.216,577689.166,28.751,NLD=FND ILLEGIBLE IN ASPH SQ CUT,20-09-175
152,1880274.462,577325.251,28.151,NLD=FND NO ID,20-09-175
153,1880301.408,577296.211,27.903,NLD=FND NO ID,20-09-175
216,1879033.91,582259.743,28.164,"NLD=FND ""LB7164""",20-09-175
218,1880055.988,581134.856,28.065,"NLD=FND ""PRM RLS 2238"" IN ASPH SQ CUT",20-09-175
101,1880072.212,579035.114,28.322,"NLD=FND ""PRM RLS 2238"" IN ASPH SQ CUT",20-09-175
102,1880519.942,579442.035,27.391,NLD=FND ILLEGIBLE,20-09-175
103,1880606.348,579520.622,27.205,NLD=FND ILLEGIBLE,20-09-175
104,1880283.019,579226.772,27.98,NLD=FND NO ID,20-09-175
133,1880822.389,576722.798,27.8,NLD=FND NO ID,20-09-175
134,1879944.216,577689.166,28.751,NLD=FND ILLEGIBLE IN ASPH SQ CUT,20-09-175
152,1880274.462,577325.251,28.151,NLD=FND NO ID,20-09-175
153,1880301.408,577296.211,27.903,NLD=FND NO ID,20-09-175
216,1879033.91,582259.743,28.164,"NLD=FND ""LB7164""",20-09-175
218,1880055.988,581134.856,28.065,"NLD=FND ""PRM RLS 2238"" IN ASPH SQ CUT",20-09-175
301,1880604.156,581423.629,28.789,NLD=NO ID,20-10-012
302,1880657.951,581364.45,28.863,NLD=NO ID,20-10-012
303,1880705.04,581312.593,28.77,NLD=RLS 2238,20-10-012
304,1880906.836,581090.563,28.567,NLD=RLS 2238,20-10-012
305,1880927.008,581068.407,28.567,NLD=NO ID,20-10-012
325,1880819.447,581186.738,28.893,NLD=NO ID,20-10-012
301,1880604.156,581423.629,28.789,NLD=NO ID,20-10-012
302,1880657.951,581364.45,28.863,NLD=NO ID,20-10-012
303,1880705.04,581312.593,28.77,NLD=RLS 2238,20-10-012
304,1880906.836,581090.563,28.567,NLD=RLS 2238,20-10-012
305,1880927.008,581068.407,28.567,NLD=NO ID,20-10-012
325,1880819.447,581186.738,28.893,NLD=NO ID,20-10-012
302,1893952.418,587188.19,24.247,NLD=NO ID,20-10-013
303,1893609.203,587421.713,23.893,NLD=NO ID,20-10-013
302,1893952.418,587188.19,24.247,NLD=NO ID,20-10-013
303,1893609.203,587421.713,23.893,NLD=NO ID,20-10-013
101,1851496.957,586436.285,23.43,NLD=FND ILLEGIBLE IN ASPH CUT,20-10-014
183,1851276.871,586436.227,23.699,NLD=FND ILLEGIBLE IN ASPH CUT,20-10-014
183,1851276.871,586436.227,23.699,NLD=FND ILLEGIBLE IN ASPH CUT,20-10-014
101,1851496.957,586436.285,23.43,NLD=FND ILLEGIBLE IN ASPH CUT,20-10-014
405,1913813.234,575221.892,24.732,NLD=FND NO ID,20-10-019
406,1913952.356,575262.54,25.052,NLD=FND NO ID,20-10-019
405,1913813.234,575221.892,24.732,NLD=FND NO ID,20-10-019
406,1913952.356,575262.54,25.052,NLD=FND NO ID,20-10-019
403,1902798.143,586703.804,19.208,NLD,20-10-038
403,1902798.143,586703.804,19.208,NLD,20-10-038
401,1908311.829,582400.847,22.933,NLD,20-10-055
403,1908299.077,582406.996,22.789,NLD,20-10-055
416,1908840.141,582147.555,23.279,NLD,20-10-055
458,1908551.585,582285.854,22.669,NLD,20-10-055
401,1908311.829,582400.847,22.933,NLD,20-10-055
403,1908299.077,582406.996,22.789,NLD,20-10-055
416,1908840.141,582147.555,23.279,NLD,20-10-055
458,1908551.585,582285.854,22.669,NLD,20-10-055
401,1887069.317,586900.858,25.193,NLD,20-10-062
402,1887087.83,586895.318,25.345,NLD,20-10-062
403,1887091.655,586894.259,25.391,NLD,20-10-062
431,1886773.734,586987.734,24.875,NLD,20-10-062
449,1890470.089,588851.061,24.683,NLD,20-10-062
453,1890438.901,588815.614,24.551,NLD,20-10-062
401,1887069.317,586900.858,25.193,NLD,20-10-063
402,1887087.83,586895.318,25.345,NLD,20-10-063
403,1887091.655,586894.259,25.391,NLD,20-10-063
431,1886773.734,586987.734,24.875,NLD,20-10-063
449,1890470.089,588851.061,24.683,NLD,20-10-063
453,1890438.901,588815.614,24.551,NLD,20-10-063
449,1890470.089,588851.061,24.683,NLD=,20-10-063
453,1890438.901,588815.614,24.551,NLD=,20-10-063
449,1890470.089,588851.061,24.683,NLD,20-10-063
453,1890438.901,588815.614,24.551,NLD,20-10-063
401,1880090.585,579051.857,28.103,NLD=FND NO ID,20-10-078
402,1880273.915,578813.073,29.174,NLD=FND ILLEGIBLE,20-10-078
415,1880366.438,578897.185,28.804,NLD=FND NO ID,20-10-078
423,1880425.535,578951.027,28.791,NLD=,20-10-078
401,1880090.585,579051.857,28.103,NLD=FND NO ID,20-10-078
402,1880273.915,578813.073,29.174,NLD=FND ILLEGIBLE,20-10-078
415,1880366.438,578897.185,28.804,NLD=FND NO ID,20-10-078
423,1880425.535,578951.027,28.791,NLD=,20-10-078
412,1871704.118,584525.441,25.829,NLD=FND NO ID,20-10-084
413,1871709.418,584524.383,25.65,NLD=FND NO ID,20-10-084
414,1871707.408,584553.791,29.491,"NLD=FND ""WILCOX RLS 2238""",20-10-084
415,1871708.562,584622.248,25.836,"NLD=FND ""WILCOX RLS 2238""",20-10-084
401,1860039.846,587180.402,23.993,NLD=FND NO ID,20-10-093
409,1860038.944,587130.52,24.244,"NLD=FND ""WILCOX RLS 2238""",20-10-093
443,1860043.481,587385.429,24.906,"NLD=FND ""WILCOX RLS 2238""",20-10-093
401,1860039.846,587180.402,23.093,NLD=FND NO ID,20-10-093
409,1860038.944,587130.52,23.344,"NLD=FND ""WILCOX RLS 2238""",20-10-093
443,1860043.481,587385.429,24.006,"NLD=FND ""WILCOX RLS 2238""",20-10-093
401,1900458.423,576204.726,27.975,"NLD=FND ""WILCOX RLS 2238""",20-10-097
413,1902351.461,577564.141,27.398,NLD=FND NO ID,20-10-097
401,1900458.423,576204.726,27.975,"NLD=FND ""WILCOX RLS 2238""",20-10-097
413,1902351.461,577564.141,27.398,NLD=FND NO ID,20-10-097
401,1900458.423,576204.726,27.975,"NLD=FND ""WILCOX RLS 2238""",20-10-097
413,1902351.461,577564.141,27.398,NLD=FND NO ID,20-10-097
401,1882937.69,580761.638,27.195,NLD=FND NO ID,20-10-098
408,1883477.753,580653.63,28.199,"NLD=FND ""LB 7164""",20-10-098
411,1883239.649,580567.123,27.736,"NLD=FND ""LB 7164""",20-10-098
417,1883182.353,580558.02,27.519,NLD=FND NO ID,20-10-098
401,1882937.69,580761.638,27.195,NLD=FND NO ID,20-10-098
408,1883477.753,580653.63,28.199,"NLD=FND ""LB 7164""",20-10-098
411,1883239.649,580567.123,27.736,"NLD=FND ""LB 7164""",20-10-098
417,1883182.353,580558.02,27.519,NLD=FND NO ID,20-10-098
401,1889415.983,587198.769,24.635,"NLD=FND ""RLS 2238""",20-10-102
421,1889190.674,587105.359,26.709,NLD=FND NO ID,20-10-102
401,1889415.983,587198.769,24.635,"NLD=FND ""RLS 2238""",20-10-102
421,1889190.674,587105.359,26.709,NLD=FND NO ID,20-10-102
402,1886382.347,590564.587,24.428,"NLD=FND ""LB 7164""",20-10-104
409,1886323.997,590619.322,24.471,"NLD=FND ""LB 7164""",20-10-104
447,1886141.649,590790.346,25.004,NLD=FND NO ID,20-10-104
402,1886382.347,590564.587,24.428,"NLD=FND ""LB 7164""",20-10-104
409,1886323.997,590619.322,24.471,"NLD=FND ""LB 7164""",20-10-104
447,1886141.649,590790.346,25.004,NLD=FND NO ID,20-10-104
401,1889673.996,588322.591,23.339,"NLD=FND ""WILCOX RLS 2238""",20-10-106
401,1889673.996,588322.591,23.339,"NLD=FND ""WILCOX RLS 2238""",20-10-106
402,1876255.837,577659.333,27.49,"NLD=FND ""LB 7672""",20-10-124
402,1876255.837,577659.333,27.49,"NLD=FND ""LB 7672""",20-10-124
402,1876948.102,895791.134,27.49,"NLD=FND ""LB 7672""",20-10-124
435,1883845.665,581888.68,27.558,NLD=FND NO ID,20-10-125
435,1883845.665,581888.68,27.558,NLD=FND NO ID,20-10-125
435,1883845.665,581888.68,27.558,NLD=FND NO ID,20-10-126
435,1883845.665,581888.68,27.558,NLD=FND NO ID,20-10-126
403,1879545.017,591665.873,24.185,"NLD=FND ""WILCOX RLS 2238""",20-10-127
404,1879546.527,591790.844,23.861,"NLD=FND ""WILCOX RLS 2238""",20-10-127
410,1879543.216,591516.061,24.369,"NLD=FND ""LB 7164""",20-10-127
411,1879541.508,591365.87,23.97,"NLD=FND ""WILCOX RLS 2238""",20-10-127
403,1879545.017,591665.873,24.185,"NLD=FND ""WILCOX RLS 2238""",20-10-127
404,1879546.527,591790.844,23.861,"NLD=FND ""WILCOX RLS 2238""",20-10-127
410,1879543.216,591516.061,24.369,"NLD=FND ""LB 7164""",20-10-127
411,1879541.508,591365.87,23.97,"NLD=FND ""WILCOX RLS 2238""",20-10-127
442,1893653.855,585933.716,25.401,"NLD=FND ""WILCOX RLS 2238""",20-10-151
442,1893653.855,585933.716,25.401,"NLD=FND ""WILCOX RLS 2238""",20-10-151
434,1888866.726,581554.935,29.022,NLD=FND NO ID,20-10-158
440,1888750.203,581622.739,29.597,"NLD=FND ""LB 7164""",20-10-158
434,1888866.726,581554.935,29.022,NLD=FND NO ID,20-10-158
440,1888750.203,581622.739,29.597,"NLD=FND ""LB 7164""",20-10-158
403,1886307.902,575206.486,32.736,"NLD=FND ""WILCOX RLS 2238""",20-10-159
403,1886307.902,575206.486,32.736,"NLD=FND ""WILCOX RLS 2238""",20-10-159
437,1905209.778,578681.109,25.516,"NLD=FND ""DAN WILCOX 2238""",20-10-160
437,1905209.778,578681.109,25.516,"NLD=FND ""DAN WILCOX 2238""",20-10-160
440,1905289.87,578917.601,26.021,NLD=,20-10-160
402,1895164.629,587585.727,25.756,NLD=FND IN SQ BOX CUT NO ID,20-10-161
424,1895295.027,587511.311,26.279,"NLD=FND ""SURVEY MARKER""",20-10-161
401,1883030.443,589098.608,25.611,NLD=FND NO ID,20-11-001
408,1882981.994,589162.255,25.655,NLD=FND NO ID,20-11-001
409,1882933.455,589225.909,25.753,NLD=FND NO ID,20-11-001
441,1883127.451,588971.525,25.469,"NLD=FND ""LB 7164""",20-11-001
442,1883254.755,588804.472,25.13,NLD=FND NO ID,20-11-001
403,1875612.573,578192.624,27.278,"NLD=FND ""PCP LB 7672""",20-11-002
449,1876262.582,578184.277,27.952,"NLD=FND ""WILCOX RLS 2238""",20-11-002
450,1875972.645,578187.931,28.047,NLD=FND NO ID,20-11-002
403,1875612.573,578192.624,27.278,"NLD=FND ""PCP LB 7672""",20-11-002
449,1876262.582,578184.277,27.952,"NLD=FND ""WILCOX RLS 2238""",20-11-002
450,1875972.645,578187.931,28.047,NLD=FND NO ID,20-11-002
409,1910713.15,578876.809,24.801,"NLD=FND ""LB 7672""",20-11-006
409,1910713.15,578876.809,24.801,"NLD=FND ""LB 7672""",20-11-006
424,1880366.212,587463.409,25.7,NLD=FND NO ID,20-11-010
429,1880352.331,587444.193,26.97,NLD=BM IN PP,20-11-010
437,1880194.305,587688.93,25.662,NLD=FND NO ID,20-11-010
438,1880179.13,587708.831,25.857,"NLD=FND ""WILCOX RLS 2238""",20-11-010
402,1889159.219,588484.54,23.967,"NLD=FND ""WILCOX RLS 2238""",20-11-012
424,1888884.246,588395.539,24.664,"NLD=FND ""WILCOX RLS 2238""",20-11-012
402,1895164.629,587585.727,25.756,NLD=FND IN SQ BOX CUT NO ID,20-11-018
424,1895295.027,587511.311,26.279,"NLD=FND ""SURVEY MARKER""",20-11-018
443,1861140.491,599952.068,23.357,NLD=FND IN SQ BOX CUT ILLEGIBLE,20-11-034
626,1860305.167,600228.764,25.241,"NLD=FND ""PCP LB#7230",20-11-034
443,1861140.491,599952.068,23.357,NLD=FND IN SQ BOX CUT ILLEGIBLE,20-11-034
626,1860305.167,600228.764,25.241,"NLD=FND ""PCP LB#7230",20-11-034
486,1882133.489,590489.433,23.958,"NLD=FND ""LB 7672""",20-11-035
486,1882133.489,590489.433,23.958,"NLD=FND ""LB 7672""",20-11-035
405,1864269.724,598177.314,24.417,NLD=FND NO ID,20-11-047
406,1864216.498,598237.114,24.359,"NLD=FND ""SURVEY MARKER DO NOT DISTURB""",20-11-047
442,1864009.456,598360.858,24.265,"NLD=FND ""WATER""",20-11-047
401,1851302.979,600319.587,26.324,"NLD=FND ""WILCOX RLS 2238""",20-11-048
408,1851368.87,600534.705,26.049,NLD=FND NO ID,20-11-048
443,1851319.159,600628.392,25.927,NLD=,20-11-048
445,1851194.799,600666.515,25.726,NLD=FND NO ID,20-11-048
432,1849257.151,602576.502,26.753,"NLD=FND ""LB 7672""",20-11-048
401,1851302.979,600319.587,26.324,"NLD=FND ""WILCOX RLS 2238""",20-11-048
408,1851368.87,600534.705,26.049,NLD=FND NO ID,20-11-048
445,1851194.799,600666.515,25.726,NLD=FND NO ID,20-11-048
447,1878797.549,588149.533,24.87,"NLD=FND ""WILCOX PLS 2238""",20-11-049
454,1878777.398,588127.229,25.315,NLD=FND 7672,20-11-049
447,1878797.549,588149.533,24.87,"NLD=FND ""WILCOX PLS 2238""",20-11-049
454,1878777.398,588127.229,25.315,NLD=FND 7672,20-11-049
437,1871859.905,578701.475,26.13,"NLD=FND ""WILCOX RLS 2238""",20-11-081
463,1871862.961,578850.312,26.131,NLD=FND NO ID,20-11-081
467,1871872.202,579301.351,26.361,"NLD=FND ""WILCOX RLS 2238""",20-11-081
468,1871874.002,579316.162,26.444,NLD=FND NO ID,20-11-081
401,1877494.05,585739.55,26.442,"NLD=FND ""WILCOX RLS 2238""",20-11-091
451,1877670.584,585992.775,26.609,"NLD=FND ""LB 7164""",20-11-091
452,1877772.472,586010.945,26.468,"NLD=FND ""WILCOX RLS 2238""",20-11-091
401,1877494.05,585739.55,26.442,"NLD=FND ""WILCOX RLS 2238""",20-11-091
451,1877670.584,585992.775,26.609,"NLD=FND ""LB 7164""",20-11-091
452,1877772.472,586010.945,26.468,"NLD=FND ""WILCOX RLS 2238""",20-11-091
401,1878978.492,585395.299,26.556,"NLD=FND ""WILCOX RLS 2238""",20-11-092
405,1878087.476,585231.831,26.492,"NLD=FND ""WILCOX RLS 2238""",20-11-092
406,1878127.894,585341.156,26.386,NLD=FND NO ID,20-11-092
476,1878083.288,584896.787,26.923,"NLD=FND ""WILCOX RLS 2238""",20-11-092
477,1878098.283,584896.644,27.159,NLD=FND NO ID,20-11-092
401,1878978.492,585395.299,26.556,"NLD=FND ""WILCOX RLS 2238""",20-11-092
405,1878087.476,585231.831,26.492,"NLD=FND ""WILCOX RLS 2238""",20-11-092
406,1878127.894,585341.156,26.386,NLD=FND NO ID,20-11-092
476,1878083.288,584896.787,26.923,"NLD=FND ""WILCOX RLS 2238""",20-11-092
477,1878098.283,584896.644,27.159,NLD=FND NO ID,20-11-092
401,1878978.492,585395.299,26.556,"NLD=FND ""WILCOX RLS 2238""",20-11-093
405,1878087.476,585231.831,26.492,"NLD=FND ""WILCOX RLS 2238""",20-11-093
406,1878127.894,585341.156,26.386,NLD=FND NO ID,20-11-093
476,1878083.288,584896.787,26.923,"NLD=FND ""WILCOX RLS 2238""",20-11-093
477,1878098.283,584896.644,27.159,NLD=FND NO ID,20-11-093
486,1878978.492,585395.299,26.556,"NLD=FND ""WILCOX RLS 2238""",20-11-093
488,1878087.476,585231.831,26.492,"NLD=FND ""WILCOX RLS 2238""",20-11-093
489,1878127.894,585341.156,26.386,NLD=FND NO ID,20-11-093
499,1878083.288,584896.787,26.923,"NLD=FND ""WILCOX RLS 2238""",20-11-093
500,1878098.283,584896.644,27.159,NLD=FND NO ID,20-11-093
401,1878978.492,585395.299,26.556,"NLD=FND ""WILCOX RLS 2238""",20-11-093
405,1878087.476,585231.831,26.492,"NLD=FND ""WILCOX RLS 2238""",20-11-093
406,1878127.894,585341.156,26.386,NLD=FND NO ID,20-11-093
476,1878083.288,584896.787,26.923,"NLD=FND ""WILCOX RLS 2238""",20-11-093
477,1878098.283,584896.644,27.159,NLD=FND NO ID,20-11-093
488,1878087.476,585231.831,26.492,"NLD=FND ""WILCOX RLS 2238""",20-11-093
499,1878083.288,584896.787,26.923,"NLD=FND ""WILCOX RLS 2238""",20-11-093
402,1882910.829,584603.016,27.744,NLD=FND NO ID,20-11-094
402,1882910.829,584603.016,27.744,NLD=FND NO ID,20-11-094
430,1883271.221,585113.625,26.754,NLD=FND NO ID,20-11-094
430,1883271.221,585113.625,26.754,NLD=FND NO ID,20-11-094
401,1880055.418,579053.531,22.61,NLD=FND NO ID,20-11-095
402,1880072.114,579035.11,22.634,"NLD=FND ""WILCOX RLS 2238""",20-11-095
403,1880090.647,579051.887,22.514,NLD=FND NO ID,20-11-095
404,1880374.725,578702.099,23.462,NLD=FND NO ID,20-11-095
407,1880290.724,578794.605,23.648,NLD=FND NO ID,20-11-095
408,1880284.006,578801.993,23.647,NLD=FND NO ID,20-11-095
409,1880273.929,578813.088,23.574,"NLD=FND ""WILCOX RSL 2238""",20-11-095
437,1880479.019,578587.415,23.294,"NLD=FND ""WILCOX RLS 2238""",20-11-095
510,1882347.318,576989.52,23.999,"NLD=FND ""PRM LB 6422""",20-11-095
510,1882347.318,576989.52,29.499,"NLD=FND ""PRM LB 6422""",20-11-095
401,1880055.418,579053.531,28.11,NLD=FND NO ID,20-11-095
402,1880072.114,579035.11,28.134,"NLD=FND ""WILCOX RLS 2238""",20-11-095
403,1880090.647,579051.887,28.014,NLD=FND NO ID,20-11-095
404,1880374.725,578702.099,28.962,NLD=FND NO ID,20-11-095
407,1880290.724,578794.605,29.148,NLD=FND NO ID,20-11-095
408,1880284.006,578801.993,29.147,NLD=FND NO ID,20-11-095
409,1880273.929,578813.088,29.074,"NLD=FND ""WILCOX RSL 2238""",20-11-095
437,1880479.019,578587.415,28.794,"NLD=FND ""WILCOX RLS 2238""",20-11-095
510,1882347.318,576989.52,29.499,"NLD=FND ""PRM LB 6422""",20-11-095
401,1880055.418,579053.531,22.61,NLD=FND NO ID,20-11-096
402,1880072.114,579035.11,22.634,"NLD=FND ""WILCOX RLS 2238""",20-11-096
403,1880090.647,579051.887,22.514,NLD=FND NO ID,20-11-096
404,1880374.725,578702.099,23.462,NLD=FND NO ID,20-11-096
407,1880290.724,578794.605,23.648,NLD=FND NO ID,20-11-096
408,1880284.006,578801.993,23.647,NLD=FND NO ID,20-11-096
409,1880273.929,578813.088,23.574,"NLD=FND ""WILCOX RSL 2238""",20-11-096
437,1880479.019,578587.415,23.294,"NLD=FND ""WILCOX RLS 2238""",20-11-096
510,1882347.318,576989.52,23.999,"NLD=FND ""PRM LB 6422""",20-11-096
401,1880055.418,579053.531,28.11,NLD=FND NO ID,20-11-096
407,1880290.724,578794.605,29.148,NLD=FND NO ID,20-11-096
408,1880284.006,578801.993,29.147,NLD=FND NO ID,20-11-096
409,1880273.929,578813.088,29.074,"NLD=FND ""WILCOX RSL 2238""",20-11-096
437,1880479.019,578587.415,28.794,"NLD=FND ""WILCOX RLS 2238""",20-11-096
510,1882347.318,576989.52,29.499,"NLD=FND ""PRM LB 6422""",20-11-096
401,1880055.418,579053.531,28.11,NLD=FND NO ID,20-11-096
402,1880072.114,579035.11,28.134,"NLD=FND ""WILCOX RLS 2238""",20-11-096
403,1880090.647,579051.887,28.014,NLD=FND NO ID,20-11-096
404,1880374.725,578702.099,28.962,NLD=FND NO ID,20-11-096
407,1880290.724,578794.605,29.148,NLD=FND NO ID,20-11-096
408,1880284.006,578801.993,29.147,NLD=FND NO ID,20-11-096
409,1880273.929,578813.088,29.074,"NLD=FND ""WILCOX RSL 2238""",20-11-096
437,1880479.019,578587.415,28.794,"NLD=FND ""WILCOX RLS 2238""",20-11-096
510,1882347.318,576989.52,29.499,"NLD=FND ""PRM LB 6422""",20-11-096
401,1886307.977,575206.462,32.507,"NLD=FND ""WILCOX RLS 2238""",20-11-097
430,1886335.807,575086.061,32.479,NLD=FND NO ID,20-11-097
432,1886340.917,574904.626,32.15,"NLD=FND ""WILCOX RLS 2238""",20-11-097
434,1886333.994,574754.721,31.718,NLD=FND NO ID,20-11-097
438,1886237.998,575509.915,32.277,NLD=FND NO ID,20-11-097
440,1886284.772,575307.5,32.686,"NLD=FND ""LB 7672""",20-11-097
401,1886307.977,575206.462,32.507,"NLD=FND ""WILCOX RLS 2238""",20-11-097
430,1886335.807,575086.061,32.479,NLD=FND NO ID,20-11-097
432,1886340.917,574904.626,32.15,"NLD=FND ""WILCOX RLS 2238""",20-11-097
434,1886333.994,574754.721,31.718,NLD=FND NO ID,20-11-097
438,1886237.998,575509.915,32.277,NLD=FND NO ID,20-11-097
440,1886284.772,575307.5,32.686,"NLD=FND ""LB 7672""",20-11-097
406,1894895.189,583294.948,23.699,"NLD=FND ""RLS 2282""",20-11-098
407,1894859.255,583330.759,23.475,"NLD=FND ""RLS 2282""",20-11-098
406,1894895.189,583294.948,23.699,"NLD=FND ""RLS 2282""",20-11-098
407,1894859.255,583330.759,23.475,"NLD=FND ""RLS 2282""",20-11-098
401,1878557.407,591371.688,24.497,"NLD=FND ""WILCOX RLS 2238""",20-11-099
417,1878760.656,591196.988,24.258,"NLD=FND ""WATER""",20-11-099
433,1878780.964,591070.016,24.101,NLD=,20-11-099
401,1878557.407,591371.688,24.497,"NLD=FND ""WILCOX RLS 2238""",20-11-099
417,1878760.656,591196.988,24.258,"NLD=FND ""WATER""",20-11-099
433,1878780.964,591070.016,24.101,NLD=,20-11-099
101,1886266.334,573288.477,34.866,NLD=FND ILLEGIBLE IN SQ CUT,20-11-115
102,1886265.931,573270.19,34.987,NLD=FND ILLEGIBLE IN SQ CUT,20-11-115
103,1886262.103,573186.472,35.691,NLD=FND NO ID,20-11-115
104,1886258.436,573106.582,36.138,NLD=FND NO ID,20-11-115
105,1886254.972,573030.381,36.434,NLD=FND ILLEGIBLE IN ASPH SQ CUT,20-11-115
101,1886266.334,573288.477,34.866,NLD=FND ILLEGIBLE IN SQ CUT,20-11-115
102,1886265.931,573270.19,34.987,NLD=FND ILLEGIBLE IN SQ CUT,20-11-115
103,1886262.103,573186.472,35.691,NLD=FND NO ID,20-11-115
104,1886258.436,573106.582,36.138,NLD=FND NO ID,20-11-115
105,1886254.972,573030.381,36.434,NLD=FND ILLEGIBLE IN ASPH SQ CUT,20-11-115
403,1884690.351,573424.313,33.323,"NLD=FND ""LB 7164""",20-11-115
404,1884658.487,573362.641,32.6,"NLD=FND ""WILCOX PLS 2238""",20-11-115
432,1849257.151,602576.502,26.753,"NLD=FND ""LB 7672""",20-11-116
465,1849257.151,602576.502,26.753,"NLD=FND ""LB 7672""",20-11-116
432,1849257.151,602576.502,26.753,"NLD=FND ""LB 7672""",20-11-116
401,1896157.609,578275.918,28.187,NLD=FND NO ID,20-11-117
402,1896167.315,578264.444,28.135,"NLD=FND ""SURVEY POINT 2238""",20-11-117
404,1896213.048,578230.347,28.091,NLD=FND NO ID,20-11-117
405,1896270.895,578220.236,28.358,"NLD=FND ""LB 7672""",20-11-117
406,1896326.756,578235.035,28.591,"NLD=FND ""LB 7672""",20-11-117
444,1895997.096,578466.366,27.778,"NLD=FND ""LB2238""",20-11-117
401,1896157.609,578275.918,28.187,NLD=FND NO ID,20-11-117
402,1896167.315,578264.444,28.135,"NLD=FND ""SURVEY POINT 2238""",20-11-117
404,1896213.048,578230.347,28.091,NLD=FND NO ID,20-11-117
405,1896270.895,578220.236,28.358,"NLD=FND ""LB 7672""",20-11-117
406,1896326.756,578235.035,28.591,"NLD=FND ""LB 7672""",20-11-117
444,1895997.096,578466.366,27.778,"NLD=FND ""LB2238""",20-11-117
601,1880289.846,575207.261,27.729,NLD NO ID,20-11-118
602,1880449.957,575205.138,27.586,NLD LB 7672,20-11-118
603,1880625.504,575202.734,27.825,NLD LB RLS 2238,20-11-118
604,1880755.509,575244.099,27.847,NLD LB 7143,20-11-118
605,1880790.552,575260.294,27.904,NLD RLS 2238,20-11-118
606,1880860.045,575260.412,28.544,NLD RLS 2238,20-11-118
607,1880865.033,575212.11,28.575,NLD RLS 2238,20-11-118
608,1880990.935,574939.956,28.26,NLD RLS 2238,20-11-118
609,1880992.399,574936.754,28.268,NLD RLS 2238,20-11-118
601,1880289.846,575207.261,27.729,NLD NO ID,20-11-118
602,1880449.957,575205.138,27.586,NLD LB 7672,20-11-118
603,1880625.504,575202.734,27.825,NLD LB RLS 2238,20-11-118
604,1880755.509,575244.099,27.847,NLD LB 7143,20-11-118
605,1880790.552,575260.294,27.904,NLD RLS 2238,20-11-118
606,1880860.045,575260.412,28.544,NLD RLS 2238,20-11-118
607,1880865.033,575212.11,28.575,NLD RLS 2238,20-11-118
608,1880990.935,574939.956,28.26,NLD RLS 2238,20-11-118
609,1880992.399,574936.754,28.268,NLD RLS 2238,20-11-118
601,1880289.846,575207.261,27.729,NLD NO ID,20-11-118
602,1880449.957,575205.138,27.586,NLD LB 7672,20-11-118
603,1880625.504,575202.734,27.825,NLD LB RLS 2238,20-11-118
604,1880755.509,575244.099,27.847,NLD LB 7143,20-11-118
605,1880790.552,575260.294,27.904,NLD RLS 2238,20-11-118
606,1880860.045,575260.412,28.544,NLD RLS 2238,20-11-118
607,1880865.033,575212.11,28.575,NLD RLS 2238,20-11-118
608,1880990.935,574939.956,28.26,NLD RLS 2238,20-11-118
609,1880992.399,574936.754,28.268,NLD RLS 2238,20-11-118
140,1909830.619,579380.505,24.322,"NLD=FND ""LB7672""",20-11-119
189,1911630.795,578352.848,24.806,"NLD=FND ""LB7672""",20-11-119
190,1910713.191,578876.761,24.828,"NLD=FND ""LB7672""",20-11-119
140,1909830.619,579380.505,24.322,"NLD=FND ""LB7672""",20-11-119
189,1911630.795,578352.848,24.806,"NLD=FND ""LB7672""",20-11-119
190,1910713.191,578876.761,24.828,"NLD=FND ""LB7672""",20-11-119
601,1863816.57,584548.928,22.325,NLD NO ID,20-12-032
603,1863842.417,584624.832,22.268,NLD LB 7164,20-12-032
604,1863871.359,584709.991,22.405,NLD NO ID,20-12-032
605,1863989.719,584669.812,22.394,NLD NO ID,20-12-032
608,1864217.049,584592.529,22.116,NLD NO ID,20-12-032
609,1864340.073,584550.777,22.141,NLD NO ID,20-12-032
